學號,10101性別,10102性別,10201性別,10202性別,10301性別,10302性別,10401性別,10402性別,10101身分甲,10102身分甲,10201身分甲,10202身分甲,10301身分甲,10302身分甲,10401身分甲,10402身分甲,10101身分乙,10102身分乙,10201身分乙,10202身分乙,10301身分乙,10302身分乙,10401身分乙,10402身分乙,10101身分丙,10102身分丙,10201身分丙,10202身分丙,10301身分丙,10302身分丙,10401身分丙,10402身分丙
410177086,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177087,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177088,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177089,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177090,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177091,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177092,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177093,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177094,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177095,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177096,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177097,女性,女性,女性,女性,女性,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-
410177098,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177099,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177100,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177101,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177102,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177103,女性,女性,女性,女性,女性,女性,女性,女性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177104,男性,男性,男性,男性,男性,男性,男性,男性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177105,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177106,女性,女性,女性,女性,-,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-
410177107,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177108,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177109,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177110,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177111,男性,男性,男性,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,甄選入學(個人),甄選入學(個人),甄選入學(個人),-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410177112,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177113,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177114,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177115,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177116,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177117,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177118,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177119,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177120,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177121,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177122,女性,女性,女性,女性,女性,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,-,-,-,一般生,一般生,一般生,一般生,一般生,-,-,-
410177123,男性,男性,男性,男性,男性,男性,男性,男性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177124,男性,男性,男性,男性,男性,男性,男性,男性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177125,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177126,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177127,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177128,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177129,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177130,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177131,女性,女性,女性,女性,女性,女性,女性,女性,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外籍生,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,外國學生申請入學,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177132,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177133,男性,男性,男性,男性,男性,男性,男性,男性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410178017,男性,男性,男性,男性,-,-,-,-,一般生,一般生,一般生,一般生,-,-,-,-,指考分發生,指考分發生,指考分發生,指考分發生,-,-,-,-,一般生,一般生,一般生,一般生,-,-,-,-
410179001,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179002,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179003,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179004,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179005,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179006,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179007,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179008,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179009,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179010,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179011,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179012,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179013,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179014,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179015,男性,男性,-,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,指考分發生,指考分發生,指考分發生,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410179016,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179017,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179018,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179019,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179020,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179021,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179022,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179023,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179024,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179025,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179026,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179027,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179028,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179029,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179030,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179031,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179033,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179034,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179035,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179036,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179037,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179038,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179039,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179040,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179041,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179042,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179043,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179044,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179045,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179046,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179047,男性,男性,男性,男性,男性,男性,-,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-
